dim,icc,sd,SEM,MDC,stream
344,0.37631646,0.0021976435,0.0017355591,0.0048107243380813465,gravity
345,0.37427947,0.0022061998,0.0017451592,0.004837334383091427,gravity
346,0.3721066,0.0022150986,0.001755238,0.004865271638946561,gravity
347,0.3699114,0.0022232914,0.0017648068,0.004891794881205044,gravity
348,0.36756834,0.0022320254,0.001775031,0.004920134850197699,gravity
349,0.365086,0.0022412946,0.001785897,0.004950253791567884,gravity
350,0.36260533,0.0022498518,0.0017962143,0.0049788519100076685,gravity
351,0.3600264,0.0022586463,0.0018068798,0.005008415184692907,gravity
352,0.35733062,0.0022679183,0.0018181144,0.0050395560751869154,gravity
353,0.35460734,0.0022769454,0.0018292144,0.005070323617043012,gravity
354,0.351863,0.0022856917,0.0018401408,0.005100610032867022,gravity
355,0.34902257,0.00229486,0.0018515659,0.005132278838980408,gravity
356,0.34612122,0.0023042175,0.0018632542,0.005164677239968744,gravity
357,0.3432778,0.0023128164,0.0018742693,0.005195209543141144,gravity
358,0.34035712,0.002321787,0.0018857183,0.005226944500050358,gravity
359,0.33736515,0.002331124,0.0018975905,0.005259852423509965,gravity
360,0.3344542,0.0023397072,0.0019087563,0.005290802606099905,gravity
361,0.33151135,0.0023483941,0.0019200741,0.005322173894975476,gravity
362,0.3285126,0.0023574014,0.0019317569,0.005354556806996984,gravity
363,0.32555422,0.0023660844,0.0019431384,0.005386104928243838,gravity
364,0.32263988,0.0023744146,0.001954188,0.005416733069398484,gravity
365,0.31968254,0.0023830223,0.0019655493,0.005448224720453779,gravity
366,0.31671745,0.0023917013,0.001977002,0.005479970003340878,gravity
367,0.31387448,0.0023996145,0.0019876654,0.0055095274696635565,gravity
368,0.31099853,0.002407767,0.0019985938,0.005539819371163318,gravity
369,0.30809295,0.0024161558,0.0020097813,0.005570829573499716,gravity
370,0.3053234,0.0024237959,0.0020201674,0.005599618399843567,gravity
371,0.30256173,0.0024314476,0.0020305691,0.005628450466219812,gravity
372,0.29977778,0.0024393005,0.0020411892,0.005657887893049576,gravity
373,0.2970741,0.0024467963,0.0020514107,0.005686220440245626,gravity
374,0.29445192,0.002453914,0.002061212,0.005713388088061506,gravity
375,0.29181376,0.0024612013,0.0020711944,0.0057410578365520515,gravity
376,0.2891946,0.002468484,0.002081161,0.005768683699636586,gravity
377,0.2867308,0.0024750468,0.0020903074,0.0057940365568391475,gravity
378,0.28425542,0.0024817523,0.0020996043,0.005819806325398822,gravity
379,0.2817694,0.0024885996,0.0021090505,0.005845989778447522,gravity
380,0.27944314,0.0024947606,0.002117693,0.0058699454017674966,gravity
381,0.2771421,0.002500876,0.0021262711,0.0058937229019689515,gravity
382,0.27483365,0.0025071092,0.0021349713,0.005917838577946146,gravity
383,0.27261963,0.002512998,0.0021432505,0.005940787418422316,gravity
384,0.27050003,0.0025185267,0.002151093,0.005962525537991451,gravity
385,0.2683754,0.0025241515,0.0021590344,0.00598453794134816,gravity
386,0.26627916,0.00252973,0.0021669038,0.0060063509242569615,gravity
387,0.26434368,0.002534683,0.0021740082,0.006026043209457596,gravity
388,0.26240474,0.0025397134,0.0021811915,0.0060459542763146735,gravity
389,0.26046258,0.002544823,0.0021884553,0.0060660886424435175,gravity
390,0.25867856,0.0025493484,0.0021949895,0.006084200407654104,gravity
391,0.256924,0.0025538076,0.0022014293,0.006102050796549473,gravity
392,0.25516742,0.0025583284,0.0022079316,0.006120074145574417,gravity
393,0.25350198,0.0025625506,0.0022140467,0.006137024238272922,gravity
394,0.25192806,0.0025664638,0.002219764,0.006152872032832185,gravity
395,0.25035232,0.0025704275,0.0022255327,0.00616886180958737,gravity
396,0.24880514,0.0025743311,0.0022312114,0.006184602472126074,gravity
397,0.24740529,0.0025777335,0.002236241,0.006198543833018288,gravity
398,0.24600439,0.002581174,0.0022413088,0.0062125910351838246,gravity
399,0.24460222,0.0025846532,0.0022464157,0.006226746660117155,gravity
400,0.24334036,0.0025876786,0.0022509228,0.006239239802610975,gravity
401,0.24210557,0.002590635,0.0022553327,0.006251463178932544,gravity
402,0.2408701,0.0025936228,0.0022597732,0.006263771744571665,gravity
403,0.23971336,0.002596376,0.002263895,0.006275196793727986,gravity
404,0.2386351,0.00259889,0.0022676934,0.0062857254189291525,gravity
405,0.23755635,0.0026014275,0.002271515,0.0062963185814921,gravity
406,0.23650159,0.0026039097,0.0022752546,0.0063066839271679566,gravity
407,0.2355692,0.002606023,0.0022784912,0.006315655265829315,gravity
408,0.23463638,0.0026081551,0.0022817461,0.0063246775890064815,gravity
409,0.2337031,0.0026103032,0.0022850174,0.006333745088336895,gravity
410,0.23288238,0.0026121272,0.0022878381,0.006341563789716822,gravity
411,0.23208395,0.0026138977,0.00229058,0.006349163709440306,gravity
412,0.23128513,0.0026156802,0.0022933339,0.006356797188591917,gravity
413,0.23054771,0.0026172977,0.0022958524,0.006363778195015909,gravity
414,0.22987142,0.0026187496,0.0022981353,0.0063701060833386645,gravity
415,0.22919506,0.0026202095,0.002300426,0.0063764552689908075,gravity
416,0.2285368,0.0026216293,0.0023026553,0.006382634721381464,gravity
417,0.22797102,0.0026228046,0.0023045319,0.006387836432741117,gravity
418,0.22740468,0.002623985,0.0023064148,0.006393055569188452,gravity
419,0.22683835,0.0026251732,0.0023083047,0.006398294066844322,gravity
420,0.22635405,0.0026261539,0.00230989,0.00640268841580808,gravity
421,0.22588594,0.0026270966,0.002311418,0.006406924002861853,gravity
422,0.22541767,0.0026280433,0.0023129503,0.006411171206640746,gravity
423,0.22499256,0.002628888,0.0023143284,0.0064149911730846405,gravity
424,0.22461064,0.0026296289,0.002315551,0.00641838002995183,gravity
425,0.22422875,0.0026303725,0.0023167764,0.006421776631302433,gravity
426,0.22391033,0.0026309951,0.0023178002,0.0064246143391,gravity
427,0.22391033,0.0026309951,0.0023178002,0.0064246143391,gravity
428,0.16801777,0.004722794,0.004307805,0.011940626522875442,gravity
429,0.16801777,0.004722794,0.004307805,0.011940626522875442,gravity
430,0.17296262,0.0046522017,0.0042307866,0.011727142093088515,gravity
431,0.17917193,0.0045686755,0.0041392,0.0114732766360344,gravity
432,0.18569289,0.004486512,0.0040485817,0.011222095933230427,gravity
433,0.19246393,0.004405522,0.0039589345,0.010973606438412777,gravity
434,0.19949675,0.0043257256,0.0038702632,0.01072782234980104,gravity
435,0.20687452,0.004247448,0.003782675,0.010485039893885799,gravity
436,0.21457407,0.0041706967,0.0036962489,0.01024547914307073,gravity
437,0.22247636,0.004095183,0.003611022,0.010009242066387451,gravity
438,0.2307471,0.004021353,0.0035270106,0.009776374485362827,gravity
439,0.23939021,0.0039493046,0.0034443047,0.009547125514213335,gravity
440,0.24820767,0.00387868,0.0033630468,0.009321890121593086,gravity
441,0.25735974,0.0038098309,0.003283182,0.009100515999328271,gravity
442,0.26688045,0.003742938,0.0032047932,0.008883233545800456,gravity
443,0.27661723,0.0036777982,0.0031280378,0.008670478388201668,gravity
444,0.28656262,0.003614409,0.0030529185,0.008462258271015323,gravity
445,0.29683954,0.0035531512,0.002979483,0.008258705495833076,gravity
446,0.3073668,0.0034940098,0.0029078752,0.008060218903550739,gravity
447,0.31791022,0.0034364886,0.0028381522,0.00786695661070468,gravity
448,0.32870305,0.003381263,0.0027703606,0.007679047692018462,gravity
449,0.33969477,0.0033284435,0.0027046655,0.007496950362760742,gravity
450,0.35056338,0.0032772624,0.002641068,0.0073206672044259895,gravity
451,0.36148924,0.0032283561,0.0025796783,0.007150503478735435,gravity
452,0.37245402,0.003181997,0.002520708,0.006987045830307681,gravity
453,0.38322577,0.0031376295,0.0024641363,0.006830237466264357,gravity
454,0.3937614,0.0030951952,0.00240996,0.006680068060627579,gravity
455,0.40412524,0.0030554126,0.0023585623,0.00653760118911952,gravity
456,0.4141719,0.0030181091,0.0023100427,0.006403111780901372,gravity
457,0.42369434,0.0029821363,0.0022638827,0.006275162588926242,gravity
458,0.43280667,0.0029488762,0.0022208646,0.006155922713923635,gravity
459,0.44139212,0.0029184204,0.0021812296,0.0060460601175879964,gravity
460,0.4492872,0.0028890597,0.002143972,0.00594278743126395,gravity
461,0.4565264,0.0028620844,0.0021099476,0.005848476402996994,gravity
462,0.46301836,0.0028379108,0.0020795935,0.005764339044441401,gravity
463,0.46871045,0.0028153318,0.0020520845,0.005688088151495606,gravity
464,0.4736119,0.002794226,0.002027284,0.005619344244472329,gravity
465,0.4776158,0.0027758654,0.0020062886,0.005561148323858752,gravity
466,0.48069248,0.0027598122,0.0019888033,0.005512681410533857,gravity
467,0.48305446,0.0027439997,0.0019729063,0.005468617236029752,gravity
468,0.48446563,0.002730832,0.0019607572,0.005434941640651745,gravity
469,0.4848838,0.002720348,0.0019524373,0.005411880182479264,gravity
470,0.48472863,0.00270969,0.0019450806,0.005391488312276908,gravity
471,0.48374382,0.0027009824,0.0019406822,0.005379296559262613,gravity
472,0.48184234,0.0026948093,0.0019398092,0.005376876730882585,gravity
473,0.47937122,0.0026892733,0.0019404347,0.0053786105271068675,gravity
474,0.47642142,0.00268423,0.0019422746,0.0053837105921217135,gravity
475,0.4726939,0.0026815506,0.0019472305,0.0053974476922638865,gravity
476,0.4683478,0.0026805534,0.0019545117,0.0054176301387272585,gravity
477,0.46398672,0.0026783608,0.0019609064,0.005435355325140769,gravity
478,0.4590124,0.0026783582,0.0019699822,0.005460511988763512,gravity
479,0.45346174,0.0026805457,0.0019816798,0.00549293620469656,gravity
480,0.448111,0.002681159,0.0019918124,0.005521022219170602,gravity
481,0.44244954,0.0026830528,0.002003417,0.0055531882856565224,gravity
482,0.43637276,0.0026869613,0.0020172393,0.005591502181225824,gravity
483,0.43037137,0.0026905118,0.00203063,0.005628618908734064,gravity
484,0.42449716,0.002693592,0.0020434104,0.005664044757363608,gravity
485,0.41834027,0.0026985265,0.002058075,0.005704692969308576,gravity
486,0.41208535,0.0027044867,0.0020736812,0.00574795107216402,gravity
487,0.40636042,0.0027081321,0.0020865619,0.005783654431449228,gravity
488,0.40045404,0.002713488,0.0021010633,0.005823850236488102,gravity
489,0.39439607,0.0027205448,0.0021171432,0.005868421674655816,gravity
490,0.3889289,0.0027250708,0.0021302162,0.005904658112549345,gravity
491,0.38349652,0.0027303474,0.002143807,0.005942329861368913,gravity
492,0.37797907,0.0027372027,0.0021587855,0.005983848036950706,gravity
493,0.3728061,0.0027430612,0.002172383,0.006021538501605191,gravity
494,0.36798522,0.0027478577,0.0021845293,0.006055206352499785,gravity
495,0.36312392,0.0027541304,0.0021979203,0.006092324370755261,gravity
496,0.35836747,0.0027610124,0.0022116252,0.006130312352647562,gravity
497,0.3542317,0.0027650245,0.0022219657,0.00615897468576232,gravity
498,0.35008436,0.0027704302,0.0022334473,0.006190799994978029,gravity
499,0.34593907,0.0027772216,0.0022460513,0.006225736650405263,gravity
500,0.34239867,0.0027810887,0.002255258,0.006251256014001222,gravity
501,0.3389852,0.0027854256,0.0022646296,0.006277232947492218,gravity
502,0.33558837,0.0027910857,0.0022750543,0.006306128905856629,gravity
503,0.3325498,0.002795502,0.0022838588,0.006330533709214607,gravity
504,0.32986575,0.0027986476,0.0022910214,0.006350387337819698,gravity
505,0.3272072,0.0028030637,0.0022991835,0.006373011555366104,gravity
506,0.32468495,0.0028079068,0.0023074693,0.006395978466303573,gravity
507,0.32271236,0.0028097986,0.0023123936,0.006409628118320531,gravity
508,0.32077035,0.002812925,0.002318283,0.006425952843983365,gravity
509,0.3188641,0.0028172806,0.0023251285,0.006444927473720981,gravity
510,0.31748053,0.0028187353,0.0023286906,0.006454801044700057,gravity
511,0.31622806,0.0028205726,0.0023323458,0.006464932765126261,gravity
512,0.31501216,0.0028236143,0.0023369358,0.006477655660628025,gravity
513,0.31410933,0.002825436,0.002339984,0.0064861048920325645,gravity
514,0.3135169,0.0028260269,0.0023414842,0.006490263034252199,gravity
515,0.3129612,0.0028278057,0.002343906,0.0064969762106247934,gravity
516,0.31252968,0.002829981,0.0023464456,0.00650401530067439,gravity
517,0.31256744,0.0028293978,0.0023458975,0.006502496091178035,gravity
518,0.31264135,0.00282999,0.0023462623,0.006503507391637163,gravity
519,0.31275064,0.0028317561,0.00234754,0.006507049202051776,gravity
520,0.313307,0.0028308583,0.0023458458,0.006502352818234878,gravity
521,0.31397998,0.0028303617,0.0023442847,0.006498025588127374,gravity
522,0.31468567,0.0028310316,0.002343633,0.0064962191873710875,gravity
523,0.31565934,0.0028306295,0.002341635,0.006490681236356548,gravity
524,0.31690124,0.0028291505,0.002338287,0.006481400763732252,gravity
525,0.3181722,0.002828834,0.0023358495,0.006474644347327262,gravity
526,0.31954536,0.002828955,0.0023335957,0.006468397130706735,gravity
527,0.32132488,0.0028266045,0.002328606,0.006454566774076787,gravity
528,0.323129,0.0028254136,0.0023245292,0.006443266282028705,gravity
529,0.32495356,0.0028253826,0.0023213685,0.006434505335166756,gravity
530,0.32716492,0.0028229745,0.002315588,0.006418482644357064,gravity
531,0.3294685,0.002821015,0.002310016,0.006403037562935322,gravity
532,0.33178547,0.0028202124,0.0023053654,0.006390146870292924,gravity
533,0.3343266,0.002818498,0.002299579,0.006374108045142785,gravity
534,0.3370929,0.0028158664,0.0022926533,0.006354910761507021,gravity
535,0.33986473,0.0028143872,0.0022866533,0.00633827948337572,gravity
536,0.34270486,0.0028133893,0.0022809198,0.006322387158036827,gravity
537,0.34589493,0.002810168,0.0022727728,0.0062998048897755805,gravity
538,0.34908006,0.0028080952,0.0022655602,0.006279812505842657,gravity
539,0.35225242,0.0028071697,0.002259288,0.006262426785952122,gravity
540,0.35575357,0.0028040863,0.0022506989,0.0062386189531906285,gravity
541,0.35930777,0.0028014814,0.0022423968,0.006215606866099912,gravity
542,0.36283603,0.0028000164,0.0022350445,0.0061952272579962955,gravity
543,0.36653635,0.002797744,0.0022267364,0.006172198391191514,gravity
544,0.37041032,0.002794653,0.0022174646,0.0061464983229825645,gravity
545,0.3742445,0.0027926918,0.0022091507,0.006123453321837339,gravity
546,0.37809685,0.002791222,0.002201181,0.006101362182899255,gravity
547,0.3822386,0.0027876727,0.0021910493,0.006073278749919684,gravity
548,0.3863251,0.0027852394,0.0021818841,0.006047874262827697,gravity
549,0.39034432,0.0027839253,0.0021737015,0.006025193252402923,gravity
550,0.39463082,0.0027805606,0.0021634286,0.005996718077637334,gravity
551,0.3989125,0.0027776638,0.0021535181,0.005969247749594696,gravity
552,0.40310904,0.0027758698,0.0021446014,0.005944531876152926,gravity
553,0.40741527,0.0027732984,0.002134872,0.005917563003411335,gravity
554,0.41183284,0.0027699322,0.002124318,0.005888308862689034,gravity
555,0.4161463,0.002767649,0.0021147695,0.0058618420906221096,gravity
556,0.4204116,0.0027658315,0.002105647,0.005836555706902185,gravity
557,0.42490378,0.0027619782,0.002094549,0.00580579332803503,gravity
558,0.42927188,0.0027591872,0.0020844708,0.005777858330987559,gravity
559,0.43350202,0.0027574638,0.0020754342,0.00575281009013261,gravity
560,0.43793717,0.0027537146,0.0020644832,0.00572245558739192,gravity
561,0.44229686,0.0027503902,0.0020539784,0.0056933376205029786,gravity
562,0.4464975,0.0027481117,0.0020445331,0.005667156748948751,gravity
563,0.450741,0.002745039,0.0020344036,0.00563907912433174,gravity
564,0.45502883,0.0027411492,0.0020235756,0.005609065378861261,gravity
565,0.45913598,0.0027382858,0.00201383,0.005582051975340041,gravity
566,0.46312118,0.0027358397,0.0020046048,0.005556480981854656,gravity
567,0.46727365,0.0027313568,0.0019935656,0.00552588188251281,gravity
568,0.4712237,0.002727878,0.0019836312,0.005498345080987536,gravity
569,0.47495732,0.0027254054,0.0019748241,0.005473933178519761,gravity
570,0.47883737,0.0027209087,0.0019642673,0.005444671293314045,gravity
571,0.48256692,0.00271679,0.0019542635,0.005416942170450659,gravity
572,0.48605844,0.0027136581,0.0019454138,0.005392411841924014,gravity
573,0.48952687,0.0027097156,0.0019360214,0.005366377470181031,gravity
574,0.4929735,0.0027049412,0.0019260749,0.00533880710922763,gravity
575,0.49616015,0.0027011354,0.0019173111,0.00531451524625277,gravity
576,0.49915147,0.002697709,0.0019091862,0.005291994288485216,gravity
577,0.5022533,0.0026922757,0.0018994319,0.005264956683453327,gravity
578,0.5050739,0.0026877935,0.0018908893,0.00524127760272859,gravity
579,0.5076015,0.0026842656,0.0018835791,0.0052210148072497995,gravity
580,0.51022,0.0026787661,0.0018747154,0.005196446078992893,gravity
581,0.51261485,0.0026736183,0.0018665325,0.005173764100507692,gravity
582,0.51469654,0.002669411,0.0018596112,0.005154579401657475,gravity
583,0.5166935,0.0026644226,0.0018523133,0.00513435048829362,gravity
584,0.5186044,0.0026586389,0.0018446349,0.005113067034438242,gravity
585,0.52018344,0.002653781,0.0018382422,0.005095347333700483,gravity
586,0.5215011,0.0026492942,0.0018326124,0.00507974252230833,gravity
587,0.522873,0.0026429165,0.0018255782,0.00506024449456666,gravity
588,0.5238959,0.0026374566,0.001819853,0.0050443750799912,gravity
589,0.5245615,0.0026329178,0.0018154507,0.00503217267831221,gravity
590,0.5252641,0.0026265583,0.001809727,0.005016307458665266,gravity
591,0.525682,0.0026205585,0.0018047984,0.005002645867236378,gravity
592,0.525729,0.0026154728,0.0018012065,0.004992689688434222,gravity
593,0.5256392,0.0026097072,0.001797406,0.004982155254870496,gravity
594,0.52541,0.0026032494,0.0017933914,0.0049710274002651815,gravity
595,0.52479964,0.0025976978,0.0017907172,0.004963614961577675,gravity
596,0.52388376,0.0025925448,0.0017888864,0.004958540066133923,gravity
597,0.5229748,0.0025857245,0.0017858826,0.004950214101090388,gravity
598,0.5216777,0.0025798054,0.0017842153,0.004945592580613157,gravity
599,0.51999205,0.0025747942,0.0017838845,0.0049446755047022305,gravity
600,0.51830447,0.0025682147,0.001782451,0.004940702262024103,gravity
601,0.5163044,0.002562037,0.0017818514,0.004939040102271399,gravity
602,0.5139158,0.0025567638,0.001782569,0.00494102914376153,gravity
603,0.51136947,0.0025509745,0.0017831849,0.004942736479667481,gravity
604,0.5086646,0.002544659,0.0017836868,0.004944127582500698,gravity
605,0.5055773,0.0025392422,0.0017854731,0.004949078888896637,gravity
606,0.5021881,0.0025342777,0.0017880796,0.004956303846548166,gravity
607,0.49879467,0.0025279503,0.0017896842,0.0049607514388353945,gravity
608,0.49503067,0.002522517,0.0017925306,0.00496864145400009,gravity
609,0.49090517,0.0025179829,0.0017966031,0.004979929683949433,gravity
610,0.48678562,0.0025122017,0.0017997156,0.004988557038472492,gravity
611,0.48238635,0.0025068799,0.0018035839,0.0049992795984458134,gravity
612,0.47764605,0.002502451,0.0018086229,0.00501324677428274,gravity
613,0.47278717,0.0024976996,0.0018135653,0.005026946442755079,gravity
614,0.4678132,0.0024926146,0.0018183906,0.0050403214882976536,gravity
615,0.46252444,0.0024884145,0.0018243245,0.005056769480321492,gravity
616,0.4570046,0.002484721,0.0018309467,0.005075125196759615,gravity
617,0.4515347,0.0024799928,0.001836644,0.005090917489187746,gravity
618,0.44578156,0.0024761378,0.0018433818,0.005109593633627119,gravity
619,0.43976182,0.0024731613,0.0018511381,0.005131092964957658,gravity
620,0.43382278,0.0024692586,0.0018579875,0.005150078566046777,gravity
621,0.42770362,0.0024658553,0.0018654263,0.005170697930449416,gravity
622,0.421354,0.0024633151,0.0018738138,0.005193946869657873,gravity
623,0.41498765,0.0024606234,0.0018820348,0.005216734366729588,gravity
624,0.4086106,0.0024577633,0.0018900654,0.0052389939481819236,gravity
625,0.40204123,0.0024557465,0.0018989746,0.005263689169667923,gravity
626,0.3953626,0.0024542573,0.0019083921,0.005289792919074821,gravity
627,0.3888411,0.0024520133,0.0019169019,0.005313381002119445,gravity
628,0.3821658,0.0024505882,0.0019262219,0.005339214662667285,gravity
629,0.37535468,0.0024499847,0.0019363333,0.005367241948142105,gravity
630,0.3687378,0.0024487076,0.0019455473,0.005392781963693835,gravity
631,0.36206803,0.0024479243,0.001955173,0.005419462999801876,gravity
632,0.3552984,0.002447933,0.0019655265,0.005448161473839232,gravity
633,0.34863132,0.0024478936,0.0019756316,0.005476171334226371,gravity
634,0.34207168,0.002447781,0.0019854633,0.0055034235259861855,gravity
635,0.3354448,0.0024484247,0.001995962,0.005532524713161063,gravity
636,0.3288272,0.002449563,0.0020068078,0.005562587507026497,gravity
637,0.32247096,0.0024501262,0.0020167518,0.0055901507688701025,gravity
638,0.3160759,0.0024514084,0.0020273074,0.005619409427207729,gravity
639,0.3096555,0.0024534075,0.002038462,0.005650328631864014,gravity
640,0.30352077,0.0024548788,0.0020487271,0.005678781863926598,gravity
641,0.29743183,0.0024567805,0.0020592574,0.005707970176539881,gravity
642,0.29133943,0.0024593566,0.0020703352,0.005738676407902285,gravity
643,0.28543106,0.0024619042,0.0020811013,0.0057685184839904235,gravity
644,0.2797065,0.002464389,0.0020915295,0.0057974241229591,gravity
645,0.27399513,0.002467504,0.0021024595,0.0058277205420741865,gravity
646,0.26836398,0.0024710237,0.0021136082,0.005858622967016408,gravity
647,0.26304504,0.0024740393,0.0021238658,0.005887055547123221,gravity
648,0.25775182,0.0024776373,0.0021345795,0.005916752414147349,gravity
649,0.25249127,0.0024818133,0.0021457407,0.005947689689264934,gravity
650,0.24754755,0.0024855027,0.0021560248,0.005976195841964178,gravity
651,0.24269372,0.0024895165,0.0021664605,0.006005122132888626,gravity
652,0.23787908,0.0024940588,0.0021773018,0.006035172664655321,gravity
653,0.23327057,0.0024985233,0.002187784,0.006064228030303334,gravity
654,0.22886448,0.0025028759,0.0021978833,0.006092221756350027,gravity
655,0.22450052,0.0025077085,0.0022083495,0.006121232591218409,gravity
656,0.22023506,0.0025128266,0.002218934,0.006150571275884646,gravity
657,0.216273,0.0025174376,0.002228646,0.006177491745604899,gravity
658,0.21235351,0.0025224802,0.0022386874,0.006205324773620755,gravity
659,0.20848022,0.0025279494,0.0022490507,0.00623405035335006,gravity
660,0.20489967,0.0025329166,0.0022585613,0.006260412574890896,gravity
661,0.2014098,0.0025380848,0.002268131,0.006286938075957042,gravity
662,0.19796374,0.002543634,0.0022779892,0.006314263840309288,gravity
663,0.19470258,0.0025490297,0.0022874577,0.006340509249225299,gravity
664,0.19162118,0.0025542437,0.0022965176,0.00636562202744203,gravity
665,0.18857993,0.0025597923,0.0023058318,0.006391439553649424,gravity
666,0.18562417,0.002565505,0.002315183,0.006417359694262052,gravity
667,0.18292493,0.002570686,0.0023236996,0.006440966815828402,gravity
668,0.18026176,0.002576159,0.002332439,0.00646519091457339,gravity
669,0.17763554,0.0025819219,0.002341398,0.006490024246013604,gravity
670,0.1752489,0.00258716,0.0023495504,0.00651262135786806,gravity
671,0.17293428,0.0025924898,0.002357692,0.0065351887825360975,gravity
672,0.17065212,0.0025980691,0.0023660236,0.006558282832076278,gravity
673,0.16851524,0.0026034347,0.0023739624,0.006580288136323191,gravity
674,0.16651918,0.00260856,0.0023814894,0.006601151774640175,gravity
675,0.16455048,0.0026138993,0.0023891805,0.006622470401357724,gravity
676,0.16264424,0.0026193063,0.0023968525,0.006643736107438613,gravity
677,0.1609358,0.0026241757,0.0024037568,0.006662874016701538,gravity
678,0.15925056,0.0026292265,0.0024108007,0.006682398504761539,gravity
679,0.15758818,0.0026344578,0.0024179842,0.006702310216992234,gravity
680,0.15610571,0.0026391672,0.0024244373,0.006720197392183817,gravity
681,0.15467365,0.0026438923,0.0024308376,0.006737938067564156,gravity
682,0.15326065,0.0026487669,0.002437354,0.0067560007843797875,gravity
683,0.15195239,0.002653398,0.002443501,0.006773039293263935,gravity
684,0.15074539,0.0026577674,0.0024492657,0.006789018098667616,gravity
